24795131362	18207984	"Canada"	"None"	63	"None"	"Ahhhh! Omg. Just saw a preview for episode one of season six of Criminal Minds! Can't wait for next week!"	"web"	"FALSE"	"09/17/10 10:00 PM"	1	0	0
24794911867	57400595		"None"	79	"None"	"Speaking of blood, ima be donatin my blood few weeks later..&gt;_&gt;"	"Twitter for Android"	"FALSE"	"09/17/10 09:56 PM"	1	0	0
24796338662	52503121		"None"	15	"None"	"Man when i first watchd this i thought Alfred was going to die man i cried so hard"	"txt"	"FALSE"	"09/17/10 10:19 PM"	1	0	0
24795762829	54316802	"iPhone: 0.000000,0.000000"	"None"	106	"None"	"made sure im off next friday"	"txt"	"FALSE"	"09/17/10 10:10 PM"	0	0	0
24795357211	105698869	"C-TOWN GA..P.C.HOUSTON TX now"	"None"	490	"None"	"@mrkaptivating @_BrandonBuckner @JChat214 its been a long time..(do u even remeber me lol) #SHOUTOUT TA MY NICCAS DAT MAKIN DAT #$$mula$$"	"web"	"FALSE"	"09/17/10 10:03 PM"	0	1	0
24794945744	66675188	"Stationary Village. UK"	"None"	50	24794838728	"@ooLaurenn pfft. ive had no alcohol today #gome."	"web"	"FALSE"	"09/17/10 09:57 PM"	1	0	0
24794128041	137564236	"DM(V)"	"None"	512	"None"	"How is that a black holiday? RT @aBelieberShotMe: #BlackHolidays Mothers Day"	"Twitter for iPhone"	"FALSE"	"09/17/10 09:44 PM"	1	0	0
24796257311	59595250		"None"	209	"None"	"Fantastic article on Gardy by @JPosnanski http://bit.ly/bQHxnU We may not all love Gardy, but he has a track record of success."	"web"	"FALSE"	"09/17/10 10:17 PM"	1	0	0
24795020858	120557227		"None"	299	24794954346	"@impaatricia morri, sim sim e tem o Green Day, entre outros *-*"	"web"	"FALSE"	"09/17/10 09:58 PM"	0	0	0
24794738936	40776041	"OPTICS HQ A.K.A MY WORLD."	"None"	2012	"None"	"i cant joke with that kin thing o! see the link http://www.nowpublic.com/strange/5-year-old-gives-birth-youngest-mother-history-0"	"web"	"FALSE"	"09/17/10 09:53 PM"	0	0	0
24796043988	78742429	"London"	"None"	72	"None"	"Exactly. I took it for the 1st time. RT @YosukeLaMer No.9, isn't it? RT @tchiek: Im on the very old style double-decker..wow..."	"web"	"FALSE"	"09/17/10 10:14 PM"	1	0	0
24794439057	20725516	"Baildon, West Yorkshire"	"None"	1956	24794067266	"@_jonb im atheist as they come, from a catholic family, spent enough time arguing against aspects of the church. Some of this is just abuse"	"Twitter for iPhone"	"FALSE"	"09/17/10 09:49 PM"	0	0	1
24796158013	140810839	"#TeamLondon"	"None"	816	24796090248	"@xxLAURENTAYLOR RT I love Zach Braff&gt; whats he up 2 these days?"	"web"	"FALSE"	"09/17/10 10:16 PM"	1	0	0
24796612636	22635267		"None"	90	"None"	"some idiot left their long haired dog locked in the car. i wana break the window."	"txt"	"FALSE"	"09/17/10 10:23 PM"	0	0	0
24796671225	21531323	"New Jersey"	"None"	28	"None"	"belles mansion 4 bday dinner. eventhough its a day early. *N*I*K*K*I*"	"txt"	"FALSE"	"09/17/10 10:24 PM"	0	0	1
24794929471	21102564	"iPhone: 0.000000,0.000000"	"None"	170	24794167632	"@dominicfallows @dominicdiesel  happy birthday for tomorrow I'll have an extra dose of liquid morphine to celebrate xx"	"Echofon"	"FALSE"	"09/17/10 09:57 PM"	1	0	0
24794073285	21126689	"Manchester, UK"	"None"	153	24787338916	"@SandyLindsay I won that last week. This week the UN are awarding me a cut (to be determined) of a $750 mill fund for enterprises."	"Twitterrific"	"FALSE"	"09/17/10 09:43 PM"	1	0	0
24796015390	8151442	"Toronto/LA"	"None"	1038	24795954117	"@Mathieu_LF when I was working on Sympathy for Delicious, she was the gf of one of the cast. So she'd come visit him on set"	"web"	"FALSE"	"09/17/10 10:14 PM"	1	0	0
24794764351	96982317	"Justins lips(Upper East Side)"	"None"	386	"None"	"RT @BiebersFairies: the day Justin Bieber was born was a rainy day, but it was no rain, NO! the heaven was crying cause he lost his most ..."	"Twitter for iPhone"	"FALSE"	"09/17/10 09:54 PM"	0	1	0
24795208575	130222956	"Mo City/Houston Tx "	"None"	116	"None"	"Dont go for it when a dancer text u sayin ""Im at work bored, come thru"""	"mobile web"	"FALSE"	"09/17/10 10:01 PM"	1	0	0
24795682162	24942621	"Canada"	"None"	27	24786021424	"@HarleyVarly40 Fire away woman ! Bud I don't guarantee a right away answer, since my phone is like...with the 'rents every other day LOL :)"	"web"	"FALSE"	"09/17/10 10:08 PM"	0	1	0
24794856906	14159773	"iPhone: 40.587509,-73.668320"	"None"	74	"None"	"today is my last day at the office."	"web"	"FALSE"	"09/17/10 09:55 PM"	1	0	0
24794271151	20397734	"Chicago"	"None"	137	24793835221	"@superanne Can I get a Twitter software to spew random bullshit about airports/coffee/conferences? Cause that would free up some time."	"TweetDeck"	"FALSE"	"09/17/10 09:46 PM"	1	0	0
24795990142	53720265	"The Duke City"	"None"	423	"None"	"RT @bexking: In the midst of day 7 of filming for #PBS! http://bit.ly/djCFHo #blog #ballet #dancing #writing #socialmedia #SM"	"TwInbox"	"FALSE"	"09/17/10 10:13 PM"	1	0	0
24794307968	69190075		"None"	22	"None"	"Packing for 3 1/2 months in 1 1/2 bags is not ok!! help me howard!!!"	"txt"	"FALSE"	"09/17/10 09:46 PM"	0	0	1
24795193024	18914037	"London"	"None"	83	24795055571	"@shelleyj89 At least when they can spell and put together a sentence it excludes one possibility :-D"	"web"	"FALSE"	"09/17/10 10:01 PM"	1	0	0
24796467339	30363909	"Stratford(:"	"None"	1745	"None"	"RT @chrisbrown: When a woman asks how do i looK..... it #reallymeans you better not say im fat muthaf***er or ill cut yo azz!!!"	"mobile web"	"FALSE"	"09/17/10 10:21 PM"	0	0	0
24795225082	19079767	"Glasgow"	"None"	10186	"None"	"RT @RealJudgeJules: Playing the world exclusive of @SanderVanDoorn remix of @swedishousemfia - Miami 2 Ibiza on the show tonight. Tune i ..."	"web"	"FALSE"	"09/17/10 10:01 PM"	1	0	0
24794541719	48206610	"In your dreams!"	"None"	134	24793475592	"@PrimeTimeDee  lol... when are u coming around?"	"TweetDeck"	"FALSE"	"09/17/10 09:50 PM"	0	0	0
24795965026	24759521	"Manchester."	"None"	586	24795230062	"@LeeMifsud rest my friend we will have our day"	"Twitter for iPhone"	"FALSE"	"09/17/10 10:13 PM"	1	0	0
24795173342	35280631		"None"	464	24795116838	"@JustinxTyler i'm excited!! see you tonight!"	"web"	"FALSE"	"09/17/10 10:00 PM"	0	0	0
24794294493	123563046	"GBG, SWE, EU."	"None"	1145	"None"	"RT @OMGwhatateen: RT if you are happy it's friday. #OMGwhatateen"	"web"	"FALSE"	"09/17/10 09:46 PM"	0	0	0
